Y0_strict_re,Y0_strict_im,Y0_prod_re,Y0_prod_im,amp_rel,phase_deg,gate_amp,gate_phase_deg,passed
0.0005416672987108744,0.0008879929733932415,0.0004998499198013624,0.0009596625379939636,-0.03870024865135724,-3.869586626549596,0.1,5.0,True
